Domain,Job Title,Leadership,Communication,Teamwork,Problem Solving,Creativity,Adaptability,Work Ethic,Time Management,Interpersonal Skills,Attention to Detail,Initiative,Analytical Thinking,Emotional Intelligence,Integrity,Resilience,Cultural Awareness,Programming Languages,Technical Skills,Office Tools,Job Description
ARTS,DIRECTOR OF THEATER,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Collaborated on writing handbook outlining methodology and philosophy of school residency programs. , State Taught Introduction to Theater, and Language Retraining, an Orton-Gillingham based course for the remediation of dyslexia. Differentiated Instruction Techniques for Reading Remediation Skills academic, photo, Photoshop, Approach, arts, basic, brochures, Canvas, carpentry, Color, Directing, English, Equity, Inspector, Instruction, Leadership, Director, works, philosophy, Photography, producing 3, publications, Reading, seminars, supervising, teacher, Teaching, theatre, Toad, unique, video editing, Website design, website, websites, workshops Additional Information"
ARTS,CUSTOMER SERVICE SPECIALIST,2,2,3,3,1,3,3,0,3,2,3,0,0,2,2,0,0,0,0,"Worked as a team member performing cashier duties, product assistance and cleaning. , State Assisted various clients with designing a frame that best suited their picture. Worked with multiple clients at once to ensure satisfaction while maintaining a positive, cheerful attitude."
ARTS,LEAD ADMINISTRATOR,3,0,2,3,1,0,0,1,3,0,1,1,0,0,0,0,0,0,2,", State Originated concept, then recruited and collaborated with fifteen volunteer artists of varying genres to produce a high-quality, multi-media artistic project. Composed group news emails and scheduled social media posts to create a strong brand presence for FAC. , State Served as integral member of a team that produced high-quality products under tight time constraints, with a focus on customer satisfaction; trained new team members to ensure they can perform necessary tasks at expected standards of service; inventoried and organized raw materials."
ARTS,FIELD SUPPORT SPECILIST,3,2,3,3,0,1,0,3,3,2,0,1,0,0,0,0,0,0,1,"Provide real-time installation quotes to field technicians and limited technical support to customers.Â Â Enter order information into the system for technician upsells and process payments as applicable. Process data changes received via mail, fax, phone or internal ticket on Informix and MasterMind. to 01/2017 Customer service role providing technical & customer service support via phone & video chat, to customers who require assistance navigating or trouble shooting issues they may experience within Intuit and Turbo Tax Products."
ARTS,INSIDE ACCOUNT MANAGER,0,0,0,2,0,0,0,1,2,0,0,1,0,0,2,0,0,0,2,"Highlights Team leadership Customer service expert Experienced in volume licensing Staff training Excellent time management Organized and meticulous Computer-savvy Adept multi-tasker Experience Company Name Acted as a liaison between performers, directors, and patrons to keep events on schedule. Skills Sales Center, AX, SHOES, CRM, SharePoint, Catalog Management, Outlook, Excel, Power Point, Word, Lockheed Martin Procure To Pay, Sandia Oracle Storefront Education Bachelor of Arts"
ARTS,TALENTED ARTS PROGRAM INSTRUCTIONAL COORDINATOR,2,0,2,2,0,1,3,3,3,0,1,1,0,2,2,0,0,0,0,", State 1961 Midway Avenue Shreveport, LA 71130 United States 11/2008 - Present Salary: 2,000.00 USD Per Month Hours per week: 40 Educator (Independent Contractor) Current School: Forest Hill Elementary Principal Angela Douglas (318) 686-1783 Talented Arts Program Instructional Coordinator: Rhonda Glass (318) Duties, Accomplishments and Related Skills: Performs substitute teacher duties for various schools in Caddo Parish on a long term basis. Traveled to various elementary, middle, and high schools teaching gifted art students in small group settings for Talented Arts Program Implemented Logistic Strategies to acquire lucrative freight that generated over $150,000 per year in net profits Supply Logistics Manager and Customer Service Specialist"
ARTS,RDA,2,0,3,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,"Properly sterilized dental equipment and examination rooms in accordance with infection control policies. Proficiently assisted dentist with diagnostic, preventative, general, orthodontic, endodontic, surgical and periodontic procedures. Properly sterilized dental equipment and examination rooms in accordance with infection control policies."
ARTS,PACKAGING BUYER/RESEARCH AND DEVELOPMENT LEAD,2,0,2,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,"Summary Seeking a full time position in Operations, Purchasing, Inventory Control, Logistics, and/or Inside Sales Management. Professional Accomplishments Sheldon ISD- Teacher of the Year 2013-Michael R. Null Middle School TricorBraun-Nominated for Customer Service Satisfaction Award 4 years in a row. English/Sociology Texas Teacher Certification 2009-2013 (4-8 English, EC-6 Generalist, K-12 ESL) Additional Information Additional Work History and References available upon request Skills academic, Accounting, AP/AR, administrative, streamline, AP, AR, budgets, business development, Ceridian, conferences, Consultant, clients, excellent customer service, Customer Service, documentation, English, forecasting, gross profit, Human Resources, instruction, Insurance, ie, inventory, Inventory Control, invoicing, ISO, Team Building, Logistics, notes, managing, Marketing, materials, meetings, mentoring, Works, Packaging, payables, policies, Problem Solving, processes, Procurement, marketing and product, protocols, Purchasing, Quality, QA, reading, receiving, Research, sales, SAP, Shipping, SOP, staffing, Supply Chain, Teacher, teaching"
ARTS,ASSISTANT PRINCIPAL,3,0,3,3,1,0,0,3,0,0,0,0,2,0,0,3,0,0,1,"Associates of Applied Science-Mechanical Engineering Technology Women's Technical Institute Â Boston, Massachusetts Mechanical and Electrical Drafting Interviewer: Regional Texas State Jr. VASE competition Interviewed Middle and High SchoolÂ  art participants and judged their contending art work to be considered for the state VASE completion. Presented how to start and maintain a minority owned small business Skills Fundraising Multi - Task Management Mentoring Community Relations Creative Problem Solving"
ARTS,INDEPENDENT CONSULTANT,3,0,3,3,1,0,3,1,2,2,3,0,0,3,2,0,0,0,3,"Saved company tens Â of thousands of dollars by doing the work of several people for 13 Â yearsÂ at the lumber companyÂ Core Strengths Strong organizational skills Courteous demeanor Energetic work attitude Leadership experienceÂ Great people skills Reliable, responsible team player Strong initiative/problem solving skillsÂ Work Experience Independent Consultant Designed creative visual displays to assist with sermon themesÂ Office Manager , State 5 years as company receptionist and expert customer service provider Promoted to Executive Assistant to the Vice PresidentÂ Responsible for all billing of invoices to customers Accounts Receivable & Accounts Payable 401(k) contact person Filing of all legal Construction Preliminary Notices & Lien Releases Handled all DMV transactions for fleet of 15-20 trucks."
ARTS,DANCE EDUCATOR,0,2,3,3,3,1,0,1,3,3,0,0,2,0,0,0,0,0,3,"Experience with developmental disabilities Experienced working with adolescents, adults and geriatric population Eclectic psychotherapy approach Cognitive Behavioral Therapy (CBT) Dialectic Behavior Therapy (DBT) Clinical documentation- Avatar Developmental Designs trained Compassionate, empathetic, open minded, team player Professional Experience Company Name , State Assistance in providing direct care and support to students as outlined by their treatment plans. Planned, organized and directed performances, including but not limited to; deciding on a theme, ordering costumes, choosing music, renting a venue, having all appropriate documentation completed such as fire marshal approval, insurance, printing and sale of tickets, hiring technical staff."
ARTS,DANCE INSTRUCTOR,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,"Summary Enthusiastic dance instructor with superb leadership and communication skills. , State Providing quality instruction for various dance styles such as Ballet, Pointe, Jazz, Contemporary,Tap, Modern, and Musical Theatre. , State Summers 2004 and 2005 Skills Ballet Pointe Contemporary Modern Jazz Tap Musical Theatre"
ARTS,ACCOUNT SERVICE REPRESENTATIVE II/TECH,3,2,3,3,0,0,2,3,2,0,0,1,0,2,0,0,0,0,0,"Accomplishments Prospecting and cold callingExcellent communicatorStrong interpersonal skillsCustomer service-focusedTeam building expertiseTech- savvySkilled in MS OfficeProject managementProven sales track recordPromotional campaignsPowerPoint expertLeadership/communication skillsSkilled multi-taskerStrong organizational skillsStrong communicatorActive listening skillsExceptional customer service skillsSelf-motivated. ASR II is alsocharged with extra supervisory duties such as key holding and employee management andinventory auditing. Math & Science Student government representativeHiQ MemberHonor Student2009 Dean's List Skills advertising, arts, auditing, basic, branding, Business Administration, C, Cable, consultant, client, clients, customer relations, client liaison, direction, financial statements, image, employee management, managing, marketing, market, meetings, office, Monitors, next, page layout, personnel, processes, Project Design & Development, promotion, Public Relations, quality, receiving, repairs, Research, retail, sales, strategic, supervisor, supervisory, Telephone, user interface design, vision, Web sites"
ARTS,I.T. SUPPORT TECHNICIAN/SPECIALIST,2,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,"3 time recipient of the ""Ducks in a Row"" Award from Southern Crescent Technical College 2013. I have also worked with the Kaseya management system in remote desktop operations and auto workstation updating procedures. This position gave me an edge in the ability to serve customers with focus and respect."
ARTS,BUDGET AND ADMINISTRATION MANAGER,2,0,3,0,0,0,2,1,2,0,0,0,0,0,0,1,0,0,1,"Created contracts with vendors and individuals who will be providing services for Information Technology. Worked closely with Human Resources to ensure that all positions are recorded and can be financially accommodated. Comparative Humanities Skills academic, Arts, budgets, budget, clerical, closing, contracts, Council, credit, customer services, database, documentation, special events, filing,finance, financial, financial planning, grant applications, hiring, Human Resources, Information Technology, Director, materials, meetings, excel, office, policies, processes, Reception, reconciling, telephone, phone, travel arrangements"
ARTS,INTERVENTION SPECIALIST TEACHER OF MATH AND LANGUAGE ARTS,0,0,0,2,0,0,2,3,2,0,1,0,0,0,0,1,0,0,2,Developed and implemented creative lessons with clear objectives linked to the common core that incorporated differentiated instruction. Designed differentiated common core lesson plans and activities to meet the needs of all learners. Developed lessons in accordance to student reading levels determined by quarterly running record testing.
ARTS,LIBRARY AIDE,2,2,3,2,1,1,0,1,3,2,0,1,2,0,0,0,0,0,3,"Professional Summary High school graduate of June 2008, accepted by Broward County as an intern within the aviation department; undergoing practical training, experiencing what it is actually like working within the aviation/airport industry for a least a year henceforth, resulting into a Proactive Library Aide (full-time) with seven years' of relevant hands on experience in diverse office settings and exceptional people skills.Versed in excellent multi- tasking, communication and presentation skills subsequent, to extraordinary computer ingenuity. Knife skills Nutrition Food safety and sanitation Baking principles Cooking methods Food service purchasing Restaurant operations Execution of basic food preparation Taste, Proper Seasoning, and Consistency) Presentation Degree of doneness/ Proper Cooking Provided Sunsational service while working under pressure within a given time frame Women of Tomorrow (W.O.T) Mentor Group October 2004 , State Maintained a comprehensive understanding of the hair care industry and business operations."
ARTS,VIDEO DIRECTOR,2,0,0,0,0,0,2,1,2,2,1,0,0,2,0,0,0,0,0,"Summary Athletics have always been an integral part of my life in one way or another. Demonstrated my drive, work ethic and ability to learn new skills quickly by establishing my own company while keeping it profitable for six years.Â Manager of Fine Arts , us Graduated Cum Laude 2006 Most Improved Electric Bassist Skills CPT Certified with NASM Adult and Pediatric CPR/AEDÂ"
ARTS,SCHOOL COUNSELOR,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,"Summary Seeking a full-time counseling/psychology instructor position to help students become successful in life and to design healthy learning and social environments in assisting them to develop an educational plan while promoting multiculturalism in school activities; help with testing situations/environments Professional Experience School Counselor Have created and formed a Girls Nutrition Group at my school Affiliations NC School Counseling Association Interests Writing, editing for my church magazine, reading, computers ,and advocating for literacy, and very knowledgeable about PowerPoint ,Microsoft Word, Excel, Access computer programs Skills Great a building a rapport with students, writing skills, creating small interest groups for students,great consultant for staff members. Additional Information Interests Writing, editing for my church magazine, reading, computers ,and advocating for literacy, and very knowledgeable about PowerPoint ,Microsoft Word, Excel, Access computer programs"
ARTS,LIBRARY EDUCATIONAL AIDE,3,3,3,3,0,3,3,3,3,3,3,0,0,2,0,0,0,0,2,"I handled every aspect of moving from one location to a new location.Â  In a time limit of 14 days, we not only moved but opened our doors at new location; all during Christmas/New Year Holiday. Since working for ATA, I have revised the way we communicate to students and parents.Â  I updated our facebook web page, came out with a monthly newsletter, put in place an announcement board, and update our webpage bi-weekly. Established an organized system for daily needs of answering emails, fax and phone calls."
ARTS,ENGLISH LANGUAGE ARTS TEACHER,1,0,2,2,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,"I pursue professional development opportunities to better serve all of my students with an emphasis on equity, differentiation and inquiry- based learning. I have recently completed my National Board Certification pending results in January of 2019. As a result, I believe one of my greatest strengths is my understanding of the skills necessary at each grade level for students to successfully exist high school career or college-ready."
ARTS,SENIOR MARKETING AUTOMATION CONSULTANT,2,2,3,3,2,0,3,3,0,2,3,3,0,0,2,0,0,2,0,"Enthusiastic team player Strong written and verbal communicator Detail-oriented Passionate Experience Senior Marketing Automation Consultant , State Focused on delivering Best Practices, Product Education and Configuration to marketing and sales organizations to ensure that their investment in marketing technology is maximized. , United States Accomplishments Markie Awards Judge for Modern Marketing Experience 2015 Expert speaker for Eloqua University Education sessions during Modern Marketing Experience 2015 Fourth Princess titleholder in the 2014 Miss Chinatown U.S.A. Pageant Achieved Black Sash ranking in Shaolin Kung Fu by recommendation of the Yee's Martial Arts Examining Committee, 2010 Skills AdvancedÂ Eloqua product knowledge and experience Strong working knowledge inÂ Salesforce.comÂ implementation In depth knowledge in project planning and leading marketing automation teams and projectsÂ from ground zero Expertise inÂ developing guidelines, best practices, and training in automation tools VeryÂ strong in managing system integration projectsÂ with third party vendors Instrumental inÂ managing multiple projectsÂ simultaneously Excellent communication, analytical, and problem solving skills with proven ability to interact well with end users, peers, and senior management Affinity for logic and working independently; Proactive, self-sufficient, and self-motivated"
ARTS,CREATIVE ASSISTANT,3,3,3,3,1,0,0,3,3,0,0,1,0,2,2,0,0,0,1,", State Assisted a certified Child Life specialist with creating and enacting treatment plans for pediatric patients. , State Served as an advisory board member on a commission responsible for creating better relationships between off campus Davis community groups, the University and its student body. Skills ad, advertisements, arts, art, basic, catalogs, community relations, Council, clientele, client, data entry, database, filing, film, first aid, fundraising, Hebrew, inventory, Leadership, legal, notes, meetings, Microsoft Office, Office, works, negotiations, internet research, Police, pricing, programming, quality, Research, safety, sales, Scientific, Statistics, teacher, television, well-organized"
CONSULTANT,CONSULTANT,1,0,2,2,0,1,1,2,1,0,1,1,0,0,0,1,1,0,1,"Experience with all phases of implementation from Current State Workflows to Conversion for inpatient and outpatient hospitals/clinics. Skilled in initiating and leading implementations involving rollout of multiple ambulatory clinics within a 1-2 month timeframe. Minor in Information Technology Skills Testing, Cerner, Clients, Documentation, Integration, Integrator, Design Documentation, Test Scripts, Training, Documenting, Change Control, Design/build, Outpatient, Training Documentation, Writing Test, Cim, Database, Millennium, Operations, Regression Testing, Sql, Systems Analyst, Workflow, Xml, Cases, Claims, Class, Closing, Comprehensive Large Array Data Stewardship System, Data Analyst, Data Warehouse, Educating, Finance, Financial Analysis, Financial Reporting, New Hires, Qa, Qa Testing, Test Plans, Aix, Cem, Citrix, Clinical Documentation, Collection, Data Collection, Groupwise, Healthcare, Microsoft Office, Ms Office, Novell, Order Management, Pricing, Rollout, Tcp, Tcp/ip, Unix, Unix/aix, Windows 7, Windows 8"
CONSULTANT,IT CONSULTANT,2,1,3,3,0,1,1,2,1,0,1,0,1,0,0,1,2,0,1,"Built configured and was Administrator for Exchange 2010 on Windows 2008r2 server. Management of active directory on Server 2003 and remote desktop to support all users throughout region. Computer Science Technology Skills Accounting, Active Directory, AD, Apache, backup, Bloomberg, cisco, Citrix, client/server, hardware, client, databases, database, Dell, DHCP, email, energy trading, GIS, HP Servers, Internet applications, LAN, laptops, Managing, Market, access, Exchange, Office, MS Office 97, Windows, 2000, Windows NT, microwave, Communicator, Network Administrator, Network, Networking, ODBC, Oil, phone system, promotion, Reuters, SCADA, servers, SQL, Symantec, T1, TCP/IP, Desktop support, phones, Terminal server, troubleshoot, troubleshooting,"
CONSULTANT,PROCESS CONSULTANT,0,0,3,3,1,3,0,3,3,0,1,1,0,0,0,0,0,0,0,"Recognized changing business climate required more nimble communications, researched available solutions, negotiated cost effective pricing, then deployed ""cloud"" management of company data and IT processes. Surveyed for customer feedback, leading the industry by being first to include high speed Internet and flat screen TVs as standard items in all apartments. Languages German (Professional working proficiency) Personality Analyst, idealist, goal setter, personal development, political junkie, CNBC, humor, neat, spontaneous, visual, Apple, forward thinker, bold, confidence, fitness, investments, optimism, cool design, service, travel, humility, curiosity"
CONSULTANT,PRINCIPAL CONSULTANT,2,1,2,2,1,1,1,2,1,0,2,2,0,0,0,2,2,0,2,"Prepares Gap Analysis outlining deficiencies in current processes and develops Business Specifications that defines a technical solution. Prepared and delivered presentations demonstrating best practices, Trade Life Cycle processing, to prospective Capital Markets clients for Front Arena (Trading STP solution). , State Analyzed depository data from domestic and foreign banks that account for 85% of the NY District's money supply."
CONSULTANT,STAFF CONSULTANT,2,0,2,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,3,"Originally from Oklahoma, and looking to move back if offered the position being discussed. Assisted in the development of a multiple location labor market study for an oil and gas industry client. , State Activities and Honors American Management Association *Independent Petroleum Association of America *International Federation of Accountants *National Association of Sales Professionals Skillsacademic, Business Analysis and Research, com, client, clients, Client Relations, financial, Financial Planning, financial reporting, HR, leadership, leadership skills, logistics, market, mentoring, access, Excel, Microsoft PowerPoint, Word, oil, Payroll, payroll processing, policies, processes, Project Management, Reporting, research, sales, Spreadsheets, tax Additional Information HONORS/ACTIVITIES *Charles C. Faranna Scholarship *Nik Hanig Memorial Scholarship *Bixby Rotary Club Scholarship *Broken Arrow Rotary Club Scholarship *Delta Upsilon Social Fraternity *Campus Activities Council Volunteer (Relay for Life, Soonerthon, Big Event, Second Chance)"
CONSULTANT,MANAGEMENT CONSULTANT,0,2,2,3,0,1,2,3,0,2,0,3,2,2,0,3,0,0,1,"Highlights Training and development Personnel records maintenance New hire orientation Exceptional interpersonal skills Innovative Cross-Cultural Mediation expertise Consensus building techniques Process improvement strategies Multi-site operations Systems implementation Flexible Self-motivated Market research and analysis Customer-oriented Strategic thinker Schedule management Problem resolution Deadline-oriented Interviewing expertise Performance management strategies Manager coaching and training Event management Strategic planning Global and strategic sourcProject management Leadership/communication skills Product development Business operations organization ing NegotiationsProcedure development Analytical Team building Cost reduction and containment Staff motivation Group behavior and dynamics Outreach programming specialist Exceptional problem solver Articulate and well-spoken Time management Meticulous attention to detail Works well under pressure Accomplishments Process Improvement Oversaw implementation of new phone system which resulted in more cost-effective service. , State Developed growth plans by identifying key clients, key targets and priority service lines.Generated business development awareness by implementing in-depth sales and marketing training programs.Identified key growth opportunities for the business through [ ].Offered feedback to executive-level management on the effectiveness of strategies, selling programs and initiatives.Directed strategic initiatives to achieve [organizational objective].Developed organizational change management strategies."
CONSULTANT,BUSINESS CONSULTANT,3,2,3,3,1,1,0,3,3,2,0,1,0,0,0,1,0,0,1,"I enjoy interacting with people to solve problems creatively and appreciate working in a diverse environment. Implementing and maintaining sales leadership strategy by consistently working on improving margin with positioning key products. Skills streamline, Analyst, develop business, business plan, business plans, business process re-engineering, call center, charts, Cisco, closing, coach, cold calling, com, Compaq, hardware, CRM, client, customer satisfaction, data base, desktops, financial, focus, forecasting, functional, Ghost, information security 8, information technology, Inside Sales, IT Support, laptops, leadership, Lotus Notes, director, meetings, Access, Access database, Microsoft Certified Systems Engineer, MCSE, Microsoft Dynamics, Exchange Server, Microsoft Exchange, migration, enterprise, positioning, Pricing, processes, process improvement, Product Management, quality, Reporting, research, retail, RFP, selling, Sales, sales management, servers, software engineer, install software, spreadsheets, statistics, strategy, Strategic, Systems Engineering, technical support, troubleshoot Education Degree"
CONSULTANT,MEDIA CONSULTANT,2,3,3,3,0,0,0,3,2,2,1,0,0,0,0,1,0,0,3,"Award-winning multi-media professional with 14+ years of wide-ranging experience in film, television and video production. Skills MS Word, Excel, Outlook, PowerPoint, Internet And social media savvy Editing: Final Cut Seven, Avid, Adobe Premiere Production scheduling, budgeting, script review & breakdowns: Movie Magic Administrative, Scheduling Adobe Premiere, Script Arabic, Staffing Avid, Stories Budgeting, Time Content, Management Clients, Video Delivery, Video Production Documentation, Videography Editing, Workflow Fluent in English Film French Fundraising Hebrew Invoicing Director Magic Marketing Media production Excel Outlook PowerPoint MS Word Negotiations Communicator Camera Photography Presentations Pricing Processes Public relations Public speaking Speaking Read Work History 01/2017 Collaborated with the executive producers on production decisions, fundraising and marketing."
CONSULTANT,COMMUNICATIONS CONSULTANT,2,0,3,3,0,0,0,1,2,0,3,1,0,0,0,1,0,0,0,"Developed and implemented an innovative internal communications strategy to improve employee engagement through strategic messaging. to 01/2004 Advanced through a series of promotions and career progression in the marketing communications field. , State Professional Affiliations American Marketing Association (AMA) Outdoor Industry Association (OIA) American Association of Textile Chemists and Colorists (AATCC) National Association of Uniform Manufacturers and Distributors (NAUMD) Marble Institute of America (MIA) National Tile Contractor Association (NTCA) Skills advertising, approach, brand strategy, Brand Management, Budget, com, content development, content, driving, email, Event Management,Leadership, legal, marketing, Market, Marketing Communications, marketing materials, Marketing & Sales, masonry, materials, media relations, Negotiations, packaging, POS, PR, Public Relations, research, retail, sales, strategy, Strategic, website"
CONSULTANT,FRAGRANCE CONSULTANT,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,"Licenses Phlebotomy Certification 2014 Electrocardiogram Certification 2014 Skill Highlights Accomplished in hematology Laboratory diagnostic equipment Sample checking Quality control procedures Strong work ethic Professional Experience Fragrance Consultant Education and Training Certification : Phlebotomy Technician , United States Skills administrative support, Clients, Customer Service, Customer Support, Detail oriented, Direct Selling, filing, Hematology, Managing, Medical coding, Organizing, payroll, Phlebotomy, processing customer requests, quality control, Receiving, sales, specimen collection, Technician, Trouble Shooting"
CONSULTANT,MANAGING CONSULTANT,2,0,2,3,0,1,2,1,0,0,1,0,0,0,2,1,0,0,0,"Summary Highly accomplished Management Consultant / Senior Business Analyst with a verifiable track record of managing complex strategy projects and exceeding client expectations. Strong interpersonal skills, highly adept at managing broad stakeholder communities and supporting the development of cohesive strategic visions across disparate groups. Facilitated demonstrations of the application to key FHFA executives, including agency CIO and deputy director."
CONSULTANT,SR. CONSULTANT,3,0,2,3,0,3,2,3,2,2,0,0,0,2,2,1,2,0,3,"Core Qualifications Software/Application: MVS Sysplex Environment, TSO, ISPF, JCL, JES2, SDSF, IMS, DB2, Ops/MVS, REXX, Thruput Manager, Workload Manager, Automate, SYSVIEW, Omegamon, Remedy, Omegaview, CICS, Strobe, RMF, SMS, Unix, Java Scripts, Windows 9x/NT, Microsoft Office Suite (Outlook, Word, Excel, OneNote, Powerpoint, and Project), Unix, SUN, Solaris, SNMP, IBM/AIX, Tivoli, TSM, CA-1, CA-7, Autosys, ESP, CA-DE, Control-M, Control-EM, Zeke, Zebb, Zack, Jobtrac, Scheduler, Candle Monitor Workstation, Robot Scheduler, Netview, XPTR, Java Scripting, TCP/IP Hardware: BM Rxx & Zxx Processors, SUN Processor, IBM Part of the Business Resumption (BR) team which managed system resources and batch schedules during catastrophic disasters. Computer Information Systems Actively pursuing PMP and Scrum Master certifications Skills IBM/AIX, Application Development, AS/400, Automate, Automation, backup, CA-1, CA-7, Change Management, CICS, CA, Hardware, consultant, CPU, client, customer satisfaction, customer service, DASD, database, documentation, senior management, financial, functional, home office, IBM, DB2, MVS, image, IMS, ISPF, Java Scripts, Java Scripting, JCL, JES2, team lead, letters, librarian, mainframe, managing, meetings, mentor, Excel, Microsoft Office Suite, Office, Outlook, Powerpoint, Windows 9, NT, Word, Netview, networking, Omegamon, OS/390, personnel, policies, POS, processes, Processors, project management, quality, quick, reporting, retail, REXX, IBM RS/6000, sales, scheduling, Scrum, service level agreements, SMS, SNMP, Solaris, SUN, TCP/IP, telecommunication, time management, Tivoli, TSM, TSO, Unix, utilities"
CONSULTANT,Pavithra Shetty,0,3,2,3,0,3,0,3,0,0,1,0,0,0,0,0,3,3,0,- May 2016 Most accomplished College Projects: Predicting Breast Cancer: Create machine learning model to predict malignant tumors. Data Mining- Image Classification: It is the process to categorize images into one of several categories. Skills SQL Server/MySQL Data Analysis and Visualization C#/.NET framework Python JavaScript Azure DevOps Education Master of Science
CONSULTANT,JEWELRY CONSULTANT,0,0,2,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,"Maintained contact with clients until confirmed delivery of goods; effectively resolved customer concerns at the lowest managerial level. Operated a variety of office automation equipment to include multi-line phone system, scanner, copiers, facsimiles, and shredder. Experienced working with a variety of personalities and ability levels; skilled at adjusting responses to suit individual needs."
CONSULTANT,LEASING CONSULTANT,1,3,3,2,0,0,1,2,1,1,0,1,0,0,0,0,0,0,3,", State Â  Associated with the leasing of vacant units in the property to help ensure a high occupancy rate and assisting in customer service, and resident retention of current residents. , State Greet prospects and qualify by covering all criteria (Ask questions; utilize completed guest cards, etc.). Inspect models and available ""market ready"" communicate related service needs to Property Manager."
CONSULTANT,SENIOR CONSULTANT,3,0,3,0,0,1,2,1,2,2,0,0,0,0,0,1,0,0,0,"Raised quality from 70% to an average of 98% by holding the CVS business process owner accountable for providing job aids, updating old work instructions and hosting level 3 meetings between with the CVS BPO, vendor trainers, supervisors and leads to review errors. Executed daily pre-forecast tasks for undeliverable mail and outbound enrollment verification calls in accordance with Medicare guidance. Staff training and development Medicare systems: MARx and Ecrs Process improvement MS Office suite Vendor relations Skills administrative, AS400, benefits, bi, business process, credit, Customer service, CVS, delivery, desktops, email, Staff training, faxes, Forms, HR, imaging, Kronos, leadership, letters, managing, management reporting, materials, meetings, access, mail, MS Office suite, 98, Multi-tasking, Navigation, OCR, processes, Process improvement, processors, Project management, quality, quality control, reporting, scanning, scheduling, spreadsheet, training materials, type, Vendor relations, workflow, Written and communication skills"
CONSULTANT,ENGINEERING CONSULTANT,2,2,2,3,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,"Drilling and Completions Engineer, Unit Corporation, Tulsa, OK June 2007 "" Sep 2008 Designed completion procedures for the wells I drilled (perf intervals, acidizing, frac job, etc). Helped gather preliminary offset data for drilling engineers through a variety of software packages and resources. o Using a diverse assortment of software packages "" ARIES, Powertools, Petra, HIS Enerdeq, Drilling Info, Wellview, etc."
CONSULTANT,CONSULTANT ACCOUNT,3,2,3,3,0,0,2,3,3,0,0,3,0,0,2,1,0,0,0,"Adept at communicating with all levels of management, sales, and internal departments to coordinate overall customer experience efforts. Delivered strong engagement at the account level and was able to overcome substantial opportunities with inherited relationships; 88% Customer Relationship Survey Communications Skills Account Management, Process Improvement, Sales Additional Information Awards and Recognitions 2006 Top Team Award (August and October) Ranked #1 of 17 Supervisory Teams 2006 4th Quarter Leader 2009 Winner's Circle Award (Alltel Migration) Projects Strategic Churn Reduction Team Center Champion for the release and implementation of OneSource S.E.L.F (Supervisor Enrichment Leadership Fundamentals) Alltel Migration Project NSA Account Team Supervisor June 2004 - Mar 2005 Consumer Support / CMA Supervisor May 2000 - June 2004"
CONSULTANT,COLOR CONSULTANT,0,2,0,0,0,0,0,1,2,2,0,0,0,0,3,0,0,0,1,"Color Consultant Sephora is one of the largest cosmetic retailers world wide. Working as a team with colleagues and participating in weekly competitions/games, themes, etc. Performed complex general accounting functions, including preperation of journal entries, account analysis, and balance sheet reconciliations."
CONSULTANT,WMS CONSULTANT,0,0,0,3,0,0,0,3,2,0,0,1,0,0,2,0,3,0,0,"Worked on Oracle's PeopleSoft Supply Chain Module (SCM) to implement customer order, inventory and fulfillment management. Involved in various aspects of software development and generated reports using PeopleSoft's Structured Query Report (SQR). Assisted Professors in setting up the lab for exams, practical experiments.Organized and maintained online classroom reservation system."
CONSULTANT,MARKETING CONSULTANT,3,2,3,3,1,3,2,3,2,0,0,3,0,0,0,0,0,0,3,"Injected culture for optimism with brand revamp, Peer Review award, and an external focus on communications, creative tools. , State Aftermarket auto parts distributor/retailer, $2B for B2B/B2C; reported to General Manager/Corporate VP (recruited by new startup 31% sales increase and >$48M in 2010. Earned 75% of expenses, Senior Woman of the Year Finalist, Who's Who Professional Development Courses: Branding and Identity Development, Internet Marketing, Customer Centric Selling, Web Site Design & Marketing, How to Manage People, Dale Carnegie Leadership Course, Creating Effective Promotions, Leadership Development, Driving Innovation, Advanced in Microsoft Office Suite, Writing Effective Copy, Leading Teams & Diverse Personalities, P & G Leadership Writing Technology: Microsoft Office Suite 2013: Word, Excel, PowerPoint, Publisher, Project; Constant Contact and Emma; Survey Monkey; Salesforce, Dynamics; knowledge of Hubspot, Hootsuite, Eloqua, Marketo, InDesign, Photoshop, Illustrator, HTML, and Software Life Cycle & Project Management programs."
